date,HD,JNJ,INTC,AMD,MU,NVDA,TSM
6/20/13,73.87,36.4845,24.185,3.87,13.535,14.44,17.41
6/19/13,75.93,38.0357,25.0,4.07,13.97,14.84,17.99
6/18/13,77.19,39.5072,25.465,4.09,13.75,14.4,18.43
6/17/13,76.14,39.321,25.1,4.05,13.24,14.49,18.12
6/14/13,76.59,39.3033,24.92,3.94,12.76,14.35,17.99
6/13/13,76.53,39.5603,24.99,3.95,12.91,14.37,18.27
6/12/13,76.4,38.3991,24.46,3.9,12.489,14.05,18.36
6/11/13,77.61,38.8512,24.71,3.96,12.81,14.17,18.52
6/10/13,77.73,38.9133,25.01,4.06,12.95,14.44,18.81
6/7/13,78.74,39.6401,24.59,3.91,12.65,14.445,18.69
6/6/13,77.26,39.0639,24.65,3.94,12.35,14.25,18.6
6/5/13,75.1,38.3016,24.7,3.91,12.02,14.16,18.66
6/4/13,76.63,39.126,25.36,4.01,11.71,14.47,18.94
6/3/13,79.08,40.101,25.24,3.96,11.73,14.45,18.71
5/31/13,78.66,40.0124,24.28,4.0,11.68,14.47,18.66
5/30/13,79.44,40.4113,24.21,4.04,11.89,14.63,18.97
5/29/13,79.49,40.6418,24.27,3.98,11.83,14.44,19.24
5/28/13,79.82,41.7852,24.08,4.05,11.78,14.53,19.05
5/24/13,78.99,41.7941,23.923,4.05,11.59,14.54,18.86
5/23/13,78.91,42.1575,24.05,4.01,11.39,14.63,18.75
5/22/13,79.69,42.7159,24.07,3.96,10.92,14.4,18.89
5/21/13,78.71,43.7353,24.15,4.02,11.23,14.92,19.23
5/20/13,76.76,43.7974,24.08,4.1,11.21,14.84,19.37
5/17/13,76.86,43.6555,24.04,4.07,11.31,14.87,19.51
5/16/13,76.75,42.9907,23.94,3.83,11.06,14.63,19.45
5/15/13,77.88,43.4694,24.2,4.38,10.87,14.695,19.8
5/14/13,77.32,43.0794,23.84,4.26,10.65,14.45,19.89
5/13/13,76.67,42.3437,24.08,4.17,10.66,14.24,19.93
5/10/13,76.01,42.4766,24.5,3.95,10.82,14.54,20.17
5/9/13,75.87,42.5121,24.36,3.86,10.711,13.91,20.21
5/8/13,75.42,42.6007,24.25,3.83,10.235,13.899,20.21
5/7/13,75.07,42.4323,24.15,3.54,9.97,13.65,19.47
5/6/13,75.26,41.8295,23.91,3.61,9.76,13.83,19.55
5/3/13,73.96,41.7498,23.96,3.6,9.63,13.87,19.41
5/2/13,73.33,41.7586,24.11,3.41,9.32,13.81,19.53
5/1/13,72.76,42.4323,23.99,3.22,9.2,13.65,19.11
4/30/13,73.35,45.5259,23.95,2.82,9.42,13.77,19.08
4/29/13,73.67,45.3752,23.76,2.68,9.35,13.57,18.83
4/26/13,73.35,45.0472,23.4,2.64,9.43,13.41,18.53
4/25/13,73.37,45.6145,23.38,2.68,9.53,13.47,18.69
4/24/13,73.28,45.6411,23.66,2.61,9.415,13.36,18.44
4/23/13,73.38,45.9425,23.375,2.53,9.42,12.92,18.28
4/22/13,73.86,46.2084,22.88,2.46,9.31,12.59,18.5
4/19/13,74.0,45.517,22.44,2.47,9.35,12.57,18.8
4/18/13,72.48,44.2494,22.24,2.51,9.23,12.54,17.94
4/17/13,72.8,43.7353,21.93,2.4,9.39,12.785,17.08
4/16/13,72.46,44.3203,21.915,2.44,9.87,12.96,17.24
4/15/13,72.23,43.0173,21.38,2.4,9.56,12.82,16.89
4/12/13,73.62,43.7885,21.675,2.48,10.01,13.09,17.31
4/11/13,71.9,43.0794,21.825,2.52,9.98,12.77,17.34
4/10/13,71.69,43.301,22.26,2.61,10.085,12.83,17.19
4/9/13,71.2,43.1769,21.75,2.63,9.57,12.63,16.95
4/8/13,71.22,43.106,21.09,2.59,9.39,12.43,16.84
4/5/13,70.06,42.3082,20.94,2.29,9.31,12.46,16.73
4/4/13,70.69,42.5387,21.135,2.33,9.31,12.245,16.83
4/3/13,70.36,42.2284,21.05,2.32,9.1,12.126,16.74
4/2/13,71.02,42.973,21.455,2.39,9.3,12.275,17.11
4/1/13,69.67,42.9553,21.43,2.44,9.38,12.41,17.08
3/28/13,69.78,42.255,21.835,2.55,9.975,12.83,17.19
3/27/13,69.65,41.0761,21.83,2.55,9.96,12.65,17.17
3/26/13,70.05,41.2179,21.765,2.54,9.92,12.5,17.07
3/25/13,69.47,41.2534,21.15,2.51,9.88,12.41,16.95
3/22/13,69.56,40.9697,21.33,2.54,10.04,12.48,17.07
3/21/13,68.95,40.8013,21.04,2.64,9.07,12.42,16.89
3/20/13,68.88,40.7747,21.18,2.75,9.31,12.62,17.25
3/19/13,68.79,39.7731,21.14,2.67,9.24,12.47,17.08
3/18/13,69.35,39.649,21.26,2.65,9.18,12.55,17.24
3/15/13,69.05,39.8617,21.375,2.6,9.37,12.64,17.64
3/14/13,70.24,40.0922,21.65,2.63,9.685,12.75,18.05
3/13/13,70.76,40.039,21.655,2.6,9.51,12.74,18.0
3/12/13,70.75,40.0656,21.64,2.61,9.32,12.74,17.73
3/11/13,71.32,40.0213,21.69,2.59,9.345,12.695,17.72
3/8/13,71.37,40.101,21.58,2.56,9.2,12.82,17.91
3/7/13,70.25,40.1454,21.89,2.55,8.94,12.76,18.05
3/6/13,70.48,40.2074,21.75,2.43,8.65,12.79,18.12
3/5/13,70.47,40.1808,21.51,2.43,8.73,12.8,18.33
3/4/13,70.29,40.0745,21.27,2.4,8.4,12.655,18.14
3/1/13,69.03,39.5603,21.03,2.42,8.25,12.71,18.25
2/28/13,68.5,39.8794,20.88,2.49,8.375,12.66,18.25
2/27/13,68.06,40.0124,20.93,2.53,8.18,12.6,18.18
2/26/13,67.56,39.3033,20.58,2.46,7.955,12.37,17.81
2/25/13,63.92,40.952,20.23,2.53,7.93,12.3,18.25
2/22/13,65.58,42.0245,20.42,2.61,8.02,12.52,18.9
2/21/13,64.38,41.537,20.25,2.6,7.68,12.29,18.69
2/20/13,66.44,41.9802,20.73,2.7,7.875,12.38,18.89
2/19/13,67.55,42.5032,21.085,2.82,8.12,12.555,19.15
2/15/13,67.52,42.3259,21.115,2.71,7.91,12.731,18.53
2/14/13,67.34,42.2018,21.23,2.75,8.08,12.73,18.57
2/13/13,67.45,42.5032,21.25,2.75,7.95,12.37,18.41
2/12/13,67.32,42.6982,21.19,2.77,7.92,12.43,18.5
2/11/13,66.38,42.3702,21.03,2.67,7.91,12.51,18.48
2/8/13,67.01,42.388,21.0,2.59,7.75,12.37,18.45
2/7/13,66.31,42.388,20.81,2.57,7.73,12.29,18.3
2/6/13,66.67,42.2107,20.99,2.6,7.95,12.34,18.04
2/5/13,66.39,41.9004,21.1784,2.6,7.87,12.44,18.18
2/4/13,66.36,41.7232,21.16,2.52,7.76,12.16,17.9
2/1/13,67.3,41.9448,21.355,2.6,7.83,12.37,18.07
1/31/13,66.92,41.67,21.04,2.6,7.56,12.26,17.74
1/30/13,67.24,41.5991,21.37,2.65,7.65,12.32,17.8
1/29/13,67.2,42.06,21.28,2.74,7.58,12.34,17.76
1/28/13,67.58,41.9891,21.05,2.82,7.82,12.61,17.52
1/25/13,67.82,42.0334,20.96,2.85,7.87,12.41,17.75
1/24/13,67.35,41.9714,20.95,2.79,7.83,12.19,17.81
1/23/13,66.46,41.9359,21.11,2.73,7.78,12.13,18.27
1/22/13,65.75,41.7852,21.17,2.45,7.84,12.11,18.16
1/18/13,65.47,41.6079,21.25,2.46,7.885,12.17,18.14
1/17/13,65.05,41.1115,22.68,2.74,7.81,12.25,18.26
1/16/13,63.86,40.234,22.11,2.72,7.67,12.09,17.8
1/15/13,63.95,40.2163,21.88,2.68,7.6,11.98,17.89
1/14/13,63.48,39.9681,21.999,2.64,7.6,12.2,18.01
1/11/13,63.7,39.8085,22.0,2.67,7.54,12.21,18.15
1/10/13,63.62,39.7553,21.8,2.62,7.42,12.23,18.18
1/9/13,63.17,39.2944,21.45,2.63,7.31,12.21,17.54
1/8/13,63.22,39.5603,21.09,2.67,7.23,12.4915,17.54
1/7/13,62.8412,39.2767,21.25,2.67,7.18,12.77,17.7
1/4/13,63.18,39.3299,21.16,2.59,6.96,13.15,17.96
1/3/13,63.3,39.0019,21.32,2.49,6.8998,12.73,18.09
1/2/13,63.48,39.0994,21.38,2.53,6.63,12.72,18.1
12/31/12,61.85,37.8939,20.62,2.4,6.34,12.26,17.16
12/28/12,60.65,37.2911,20.23,2.28,6.13,12.1,17.13
12/27/12,61.07,37.3709,20.51,2.39,6.22,12.16,16.98
12/26/12,61.14,37.5836,20.65,2.43,6.175,12.24,16.92
12/24/12,61.57,38.3282,20.64,2.48,6.23,12.25,16.93
12/21/12,61.32,38.4789,20.765,2.59,6.32,12.35,16.95
12/20/12,61.97,38.8689,21.0293,2.4,6.79,12.64,17.1
12/19/12,61.77,38.5144,21.1,2.52,6.82,12.65,17.09
12/18/12,63.0,38.5764,20.96,2.52,6.7,12.56,16.98
12/17/12,63.31,38.7537,20.57,2.46,6.605,12.535,16.94
12/14/12,62.06,38.0269,20.5267,2.3904,6.85,12.59,16.95
12/13/12,62.41,38.2662,20.49,2.41,6.66,12.53,17.11
12/12/12,62.93,38.6385,20.67,2.37,6.7099,12.52,17.06
12/11/12,62.89,38.7271,20.65,2.33,6.77,12.65,17.19
12/10/12,63.04,38.0712,20.08,2.32,6.67,12.36,16.88
12/7/12,64.45,38.1155,20.155,2.36,6.435,11.955,17.03
12/6/12,64.34,38.7094,20.16,2.34,6.41,11.98,17.05
12/5/12,64.02,39.3653,19.85,2.29,6.18,11.9602,16.96
12/4/12,64.24,39.4894,19.9694,2.26,6.035,12.095,16.75
12/3/12,64.98,39.5692,19.54,2.36,5.93,11.75,17.08
11/30/12,65.07,39.7731,19.565,2.2,5.965,11.97,17.27
11/29/12,64.24,39.3299,19.53,2.04,5.91,12.04,17.13
11/28/12,64.83,39.7819,20.09,1.96,5.77,12.26,16.9
11/27/12,64.16,40.4024,19.93,1.88,5.68,12.155,16.83
11/26/12,64.67,40.7127,19.885,1.87,5.695,12.105,16.62
11/23/12,64.82,40.757,19.72,1.95,5.68,11.9,16.84
11/21/12,64.09,40.7747,19.36,1.87,5.52,11.82,16.26
11/20/12,63.82,40.8102,19.5132,1.88,5.555,11.49,16.25
11/19/12,63.33,40.6861,20.25,1.92,5.535,11.6983,16.34
11/16/12,62.12,40.4733,20.19,1.86,5.47,11.38,16.19
11/15/12,61.25,39.5781,20.03,1.87,5.47,11.59,16.05
11/14/12,61.47,39.5337,19.96,1.93,5.555,11.54,15.915
11/13/12,63.38,39.4628,20.28,2.09,5.74,11.83,16.18
11/12/12,61.16,39.1615,20.765,1.99,5.565,11.915,16.445
11/9/12,60.96,39.8174,20.8,2.03,5.62,12.19,16.36
11/8/12,60.86,39.5603,20.83,1.98,5.69,12.68,16.13
11/7/12,61.99,40.101,20.91,2.01,5.91,12.6098,16.17
11/6/12,62.62,40.5974,21.73,2.07,6.09,13.01,16.2
11/5/12,62.38,40.1985,21.8391,2.11,5.84,13.02,15.88
11/2/12,62.02,40.4999,22.06,2.1,5.71,12.49,15.77
11/1/12,62.26,41.4572,22.26,2.14,5.785,12.55,16.11
10/31/12,61.38,41.927,21.63,2.05,5.425,11.975,15.9
10/26/12,60.04,41.7852,21.95,2.07,5.47,12.05,15.5
10/25/12,60.48,41.8827,21.69,2.12,5.69,12.18,15.38
10/24/12,61.28,41.8295,21.46,2.08,5.17,12.17,15.15
10/23/12,61.75,41.4838,21.59,2.14,5.41,12.33,15.22
10/22/12,62.04,41.7941,21.46,2.1,5.44,11.97,15.33
10/19/12,61.89,42.2107,21.265,2.18,5.45,12.105,15.22
10/18/12,61.8,42.911,21.67,2.62,5.65,12.86,15.55
10/17/12,61.39,43.3364,21.79,2.77,5.78,13.06,15.6
10/16/12,60.86,42.7957,22.35,2.68,5.78,13.1598,15.45
10/15/12,60.65,42.4057,21.73,2.75,5.72,12.79,15.29
10/12/12,59.56,42.3702,21.4803,2.74,5.67,12.63,15.12
10/11/12,59.01,42.5032,21.68,3.2,5.75,12.74,15.03
10/10/12,59.74,42.6007,21.76,3.15,5.76,12.67,15.12
10/9/12,60.95,43.1503,21.9,3.25,5.755,12.89,15.36
10/8/12,61.88,43.496,22.51,3.19,5.847,13.17,15.53
10/5/12,63.2,43.7796,22.68,3.22,5.89,13.3,16.07
10/4/12,61.74,43.5314,22.465,3.22,5.875,13.62,16.16
10/3/12,61.77,43.2832,22.55,3.12,5.84,13.035,16.05
10/2/12,60.33,42.6362,22.84,3.27,5.84,13.17,16.0
10/1/12,60.57,42.6184,22.755,3.28,5.77,13.115,15.9
9/28/12,60.37,42.8223,22.655,3.37,5.98,13.34,15.82
9/27/12,59.88,42.5741,23.085,3.43,6.015,13.275,15.6
9/26/12,59.17,42.3702,22.645,3.32,5.94,13.18,14.99
9/25/12,59.72,41.7586,22.535,3.28,6.105,13.41,14.8
9/24/12,59.39,42.3791,22.795,3.46,6.255,13.66,14.83
9/21/12,59.42,41.7586,23.125,3.6,6.36,13.665,14.8
9/20/12,59.28,41.6434,23.1788,3.59,6.45,13.61,14.8
9/19/12,59.47,41.5813,23.15,3.66,6.65,13.71,15.04
9/18/12,58.86,41.4484,23.37,3.62,6.48,13.55,15.09
9/17/12,58.91,41.6434,23.31,4.01,6.57,13.46,14.99
9/14/12,59.46,41.7409,23.37,3.9,6.7,13.84,15.36
9/13/12,58.3,41.6257,23.355,3.92,6.6,13.675,15.03
9/12/12,57.05,41.0495,23.19,3.89,6.47,13.59,14.97
9/11/12,56.72,40.9077,23.34,3.75,6.36,13.44,14.92
9/10/12,57.3,40.6861,23.26,3.47,6.41,13.28,14.7
9/7/12,57.26,40.5531,24.19,3.45,6.42,13.4,14.51
9/6/12,57.65,40.4024,25.095,3.66,6.675,13.73,14.41
9/5/12,56.54,39.7819,24.39,3.51,6.19,13.32,14.18
9/4/12,56.79,39.8883,24.415,3.64,6.09,13.275,14.38
8/31/12,56.75,39.4717,24.83,3.72,6.21,14.03,14.7
8/30/12,56.62,39.4451,24.27,3.7,6.18,14.05,14.25
8/29/12,56.84,39.6667,24.668,3.77,6.2,14.32,14.35
8/28/12,56.53,39.4185,25.0,3.79,6.2,14.29,14.31
8/27/12,56.67,39.5958,24.84,3.85,6.23,14.35,14.38
8/24/12,56.96,39.5249,24.91,3.94,6.3,14.6,14.37
8/23/12,56.55,39.2944,25.04,3.9,6.255,14.305,14.33
8/22/12,56.64,39.4362,25.73,4.01,6.32,14.64,14.4
8/21/12,56.32,39.4451,26.11,4.07,6.46,14.61,14.65
8/20/12,56.57,39.3565,26.23,4.09,6.49,14.65,14.5
8/17/12,56.73,39.2678,26.33,4.1,6.57,14.65,14.4
8/16/12,56.31,39.4717,26.59,4.17,6.61,14.78,14.45
8/15/12,55.0,39.3299,26.27,4.19,6.49,14.48,14.42
8/14/12,54.71,39.3299,26.48,4.12,6.55,14.59,14.4
8/13/12,52.82,39.3919,26.69,4.26,6.715,14.81,14.31
8/10/12,53.06,39.6667,26.88,4.34,6.76,14.621,14.49
8/9/12,53.15,39.5781,26.7,4.37,6.81,14.71,14.33
8/8/12,52.79,39.5692,26.6,4.4,6.89,14.23,14.09
8/7/12,52.4,39.7376,26.5,4.02,6.82,14.15,14.17
8/6/12,52.0,39.8794,26.31,4.01,6.57,14.01,14.24
8/3/12,52.29,39.6401,26.23,4.09,6.33,13.72,14.18
8/2/12,51.39,39.0374,25.91,3.97,6.16,13.44,13.87
8/1/12,51.68,39.6047,25.93,4.05,6.27,13.39,13.88
7/31/12,52.18,39.454,25.7,4.06,6.21,13.54,13.97
7/30/12,53.25,40.1985,25.76,4.1,6.11,13.33,13.49
7/27/12,53.71,40.172,26.02,4.09,6.275,13.475,13.68
7/26/12,52.91,38.6473,25.5,4.04,5.955,13.15,13.36
7/25/12,51.07,38.2219,25.13,4.01,5.84,13.09,13.01
7/24/12,51.17,38.4346,25.005,4.06,5.725,12.84,12.91
7/23/12,50.96,38.9576,25.26,4.15,5.62,12.98,12.78
7/20/12,50.7,39.0551,25.52,4.22,5.825,12.805,12.65
7/19/12,50.96,39.0905,26.06,4.86,5.775,13.185,12.86
7/18/12,50.91,39.0019,26.21,4.89,5.84,13.06,13.14
7/17/12,50.72,38.8689,25.38,4.87,5.77,12.37,12.69
7/16/12,51.45,38.4789,25.13,4.83,6.0,12.595,12.67
7/13/12,52.09,38.3726,25.25,4.9,6.13,12.555,12.89
7/12/12,51.55,38.0534,24.74,4.88,6.13,12.4,12.8
7/11/12,51.67,37.5216,25.39,4.89,6.21,12.61,13.15
7/10/12,52.22,37.4596,25.56,4.99,6.16,12.82,13.28
7/9/12,52.12,37.7609,26.17,5.62,6.49,13.22,13.5
7/6/12,52.15,37.9205,26.155,5.75,6.715,13.4,13.5
7/5/12,52.11,38.0357,26.55,5.88,6.81,13.66,13.65
7/3/12,51.65,38.1155,26.86,6.03,6.89,13.8,14.44
7/2/12,53.01,37.8762,26.665,5.75,6.55,13.445,14.27
6/29/12,52.99,37.5039,26.65,5.73,6.31,13.82,13.96
6/28/12,51.69,36.8302,25.83,5.41,5.97,13.24,13.44
6/27/12,51.55,36.8036,26.22,5.5,5.72,13.14,13.54
6/26/12,51.88,36.5554,26.005,5.44,5.63,12.73,13.31
6/25/12,51.52,36.8302,26.05,5.41,5.59,12.59,13.38
6/22/12,52.02,37.7521,26.935,5.73,5.74,12.995,13.83
6/21/12,51.26,37.5039,26.71,5.72,5.645,12.835,13.575
6/20/12,52.83,38.5853,27.64,6.06,6.12,13.45,14.13
6/19/12,52.97,38.9842,27.51,5.81,6.1,13.235,14.11
6/18/12,52.32,38.4966,27.42,5.93,5.94,12.4,13.96
6/15/12,51.87,38.0357,27.34,5.87,5.89,12.29,13.67
6/14/12,52.16,37.5482,26.98,5.76,5.755,12.03,13.47
6/13/12,50.97,37.2645,26.54,5.76,5.855,12.18,13.55
6/12/12,52.24,37.2734,26.52,5.91,5.92,12.51,13.7
6/11/12,51.35,36.5111,25.985,5.69,5.705,12.26,13.41
6/8/12,52.35,36.5909,26.41,5.91,5.88,12.12,13.46
6/7/12,51.24,36.6263,25.94,5.76,5.67,11.89,13.54
6/6/12,50.6,36.6263,26.07,6.02,5.75,12.39,13.5
6/5/12,48.92,35.5981,25.43,5.825,5.595,12.065,13.21
6/4/12,48.76,35.0042,25.04,5.63,5.39,11.73,13.02
6/1/12,47.96,35.3676,25.14,5.73,5.45,11.98,13.06
5/31/12,49.34,36.7815,25.84,6.08,5.84,12.43,13.73
5/30/12,49.71,36.879,26.13,6.15,5.99,12.57,13.93
5/29/12,49.78,37.5349,26.09,6.46,6.12,12.72,14.15
5/25/12,49.44,37.0518,25.74,6.22,5.96,12.4,13.98
5/24/12,49.71,37.0784,25.65,6.02,5.74,12.11,13.96
5/23/12,48.74,36.7017,25.44,6.08,5.75,12.44,14.08
5/22/12,48.26,37.3089,26.03,6.16,5.71,12.14,14.4
5/21/12,47.61,37.0296,26.15,6.3,5.78,12.29,14.42
5/18/12,47.05,36.1521,26.07,6.01,5.625,12.08,14.28
5/17/12,47.02,36.418,26.19,6.13,5.95,12.65,14.7
5/16/12,48.77,37.3443,26.495,6.39,6.15,12.735,14.92
5/15/12,48.67,37.3886,26.88,6.6,6.02,13.0,14.79
5/14/12,49.88,37.4994,27.015,6.75,6.21,13.13,15.08
5/11/12,50.34,38.3149,27.63,6.78,6.36,13.21,15.39
5/10/12,50.62,38.4346,27.24,6.78,6.29,12.42,15.39
5/9/12,50.11,37.7831,27.19,6.86,6.36,12.51,15.13
5/8/12,50.62,38.0269,27.37,7.03,6.24,12.46,15.16
5/7/12,51.39,38.2662,27.76,7.18,6.5,12.47,15.42
5/4/12,51.96,38.3903,27.9,7.18,6.55,12.26,15.44
5/3/12,52.47,38.3726,28.56,7.41,6.47,12.63,15.7
5/2/12,52.71,38.3814,29.18,7.63,6.82,12.85,16.1
5/1/12,52.32,38.4612,28.95,7.59,6.68,13.23,15.53
4/30/12,51.79,38.0667,28.395,7.36,6.59,13.0,15.58
4/27/12,51.95,37.8895,28.38,7.33,6.57,12.98,16.15
4/26/12,51.87,37.6546,28.22,7.45,6.6,13.09,15.82
4/25/12,51.91,37.3886,27.86,7.39,6.52,13.08,14.91
4/24/12,51.23,36.6485,27.31,7.31,6.51,12.82,14.86
4/23/12,51.1,36.4225,27.45,7.39,6.63,13.23,14.89
4/20/12,51.46,36.7105,27.6,7.76,6.64,13.39,15.11
4/19/12,51.56,35.8729,27.69,7.97,7.005,13.655,15.25
4/18/12,51.81,35.8685,27.95,7.97,7.07,13.87,15.28
4/17/12,52.03,35.9394,28.47,7.94,7.24,14.02,15.21
4/16/12,51.69,35.4563,28.405,7.7,7.115,13.99,15.1
4/13/12,50.96,35.5538,28.09,7.73,6.96,14.16,15.1
4/12/12,50.63,35.6646,28.48,7.92,7.145,14.68,14.92
4/11/12,49.75,35.6956,27.85,7.64,7.165,14.34,14.79
4/10/12,49.36,35.1726,27.45,7.53,7.15,14.16,14.62
4/9/12,50.58,35.7577,27.76,7.75,7.35,14.44,14.86
4/5/12,50.62,35.9438,28.07,7.87,7.59,14.63,15.24
4/4/12,49.85,35.8773,27.93,7.81,7.66,14.65,15.0
4/3/12,50.0,36.2984,28.11,7.98,7.99,15.08,15.22
4/2/12,49.99,36.1698,28.38,8.2,8.095,15.33,15.4
3/30/12,50.31,36.192,28.115,8.02,8.095,15.395,15.28
3/29/12,49.91,36.2939,28.16,8.12,8.42,15.23,15.08
3/28/12,49.91,36.2673,27.8,8.08,8.64,15.16,15.18
3/27/12,50.04,36.5155,28.19,8.19,8.575,14.82,15.37
3/26/12,50.13,36.6086,28.19,8.24,8.25,14.72,15.38
3/23/12,49.54,36.4225,27.875,8.09,8.4,14.545,14.99
3/22/12,49.68,36.1299,27.895,8.03,8.71,14.44,15.03
3/21/12,49.79,36.4668,27.775,8.04,8.74,14.46,15.21
3/20/12,49.38,36.7105,27.75,8.06,8.57,14.4,14.94
3/19/12,48.83,36.808,27.74,8.18,8.63,14.64,15.16
3/16/12,49.05,36.7194,27.73,8.2,8.82,14.6,14.79
3/15/12,49.2,37.0385,27.75,8.25,8.83,14.58,14.94
3/14/12,49.47,37.1892,27.46,7.76,8.58,14.365,14.81
3/13/12,49.14,37.6767,27.49,7.76,8.49,14.79,14.87
3/12/12,48.59,37.4463,26.985,7.5,8.08,14.585,14.4
3/9/12,48.1,36.9011,27.07,7.58,8.33,14.82,14.6
3/8/12,47.82,36.6086,26.84,7.47,8.16,14.855,14.61
3/7/12,47.39,36.4845,26.91,7.17,8.09,14.81,14.4
3/6/12,46.39,36.582,26.605,6.9,8.0,14.72,14.16
3/5/12,47.39,36.8391,26.54,7.07,8.2,14.86,14.33
3/2/12,47.41,36.6928,26.915,7.46,8.645,15.38,14.59
3/1/12,47.46,36.6086,26.86,7.51,8.71,15.25,14.64
2/29/12,47.57,36.6263,26.88,7.35,8.55,15.15,14.52
2/28/12,47.23,36.3781,27.24,7.52,8.88,15.33,14.69
2/27/12,46.93,36.9366,26.89,7.47,8.56,15.47,14.39
2/24/12,46.98,37.1715,26.7,7.46,7.95,15.79,14.37
2/23/12,46.95,37.3,26.66,7.29,7.82,15.91,14.14
2/22/12,46.57,36.9366,26.73,7.14,8.04,15.82,14.48
2/21/12,46.92,36.9011,27.16,7.28,8.21,15.925,14.38
2/17/12,46.71,36.3826,27.37,7.42,8.43,15.85,14.62
2/16/12,45.93,36.5067,26.825,7.59,8.46,16.45,14.53
2/15/12,45.71,35.6557,26.58,7.3,8.28,16.17,14.32
2/14/12,46.06,36.0191,26.78,7.32,8.34,16.24,14.18
2/13/12,45.93,36.1432,26.7,7.29,7.85,16.15,14.11
2/10/12,45.33,35.9039,26.695,7.05,7.905,15.895,13.84
2/9/12,45.27,36.2141,26.86,7.24,8.16,16.3,14.28
2/8/12,45.17,36.3205,26.85,7.25,8.165,16.31,14.19
2/7/12,45.46,36.5909,26.64,7.13,7.875,15.74,14.05
2/6/12,45.2,36.223,26.72,6.92,7.725,15.695,13.99
2/3/12,45.17,36.2097,26.74,7.08,7.95,15.82,14.05
2/2/12,44.46,35.8552,26.49,6.93,7.72,15.485,13.91
2/1/12,44.47,36.223,26.55,6.9,7.7,14.93,14.19
1/31/12,44.39,36.8568,26.42,6.71,7.595,14.77,14.08
1/30/12,44.77,37.0695,26.74,6.74,7.56,14.8,13.98
1/27/12,44.87,37.7166,26.73,6.82,7.43,14.91,14.11
1/26/12,44.95,39.0108,26.75,6.77,7.55,14.71,14.23
1/25/12,45.26,38.8468,26.9,6.73,7.86,14.85,14.16
1/24/12,44.96,38.6695,26.895,6.53,7.95,14.94,13.93
1/23/12,44.88,38.9709,26.71,6.52,7.865,14.61,14.01
1/20/12,44.51,38.9664,26.38,6.42,7.76,14.22,13.97
1/19/12,45.41,39.2146,25.63,6.22,7.88,14.35,14.26
1/18/12,44.88,39.3299,25.39,5.97,7.65,13.98,13.83
1/17/12,43.74,39.0108,25.04,5.73,7.16,13.52,13.46
1/13/12,43.51,39.3609,25.14,5.66,7.23,13.73,13.75
1/12/12,43.39,38.8468,25.75,5.82,7.27,14.1,13.83
1/11/12,43.46,39.1615,25.8,5.81,7.22,14.19,13.66
1/10/12,43.53,39.0728,25.59,5.71,7.25,14.48,13.77
1/9/12,43.23,38.4523,25.465,5.59,7.29,14.54,13.38
1/6/12,43.2,38.6518,25.25,5.43,7.2,14.54,13.15
1/5/12,43.09,38.7537,25.4,5.46,7.16,14.71,13.26
1/4/12,42.74,38.7138,25.11,5.46,6.99,14.2,13.14
1/3/12,42.14,38.7448,24.54,5.48,6.755,14.04,13.26
12/30/11,42.04,38.4213,24.25,5.4,6.29,13.86,12.91
12/29/11,42.01,38.4257,24.55,5.34,6.27,13.97,13.02
12/28/11,41.53,38.0712,24.225,5.28,6.17,13.71,12.92
12/27/11,42.22,38.4257,24.56,5.38,6.25,14.06,13.02
12/23/11,42.09,38.3327,24.4,5.41,6.395,14.17,12.92
12/22/11,41.92,37.9249,24.02,5.45,6.41,14.305,12.91
12/21/11,42.0,37.9293,23.68,5.08,5.54,13.72,12.71
12/20/11,41.95,37.4773,23.84,5.19,5.79,13.9,12.66
12/19/11,40.2,36.582,23.095,4.86,5.445,13.155,12.32
12/16/11,40.42,36.3693,23.23,5.13,5.68,13.51,12.76
12/15/11,39.42,36.551,23.31,5.04,5.55,13.46,12.5
12/14/11,39.14,35.9482,23.31,5.07,5.45,13.58,12.55
12/13/11,39.51,36.5067,23.56,5.18,5.61,14.13,12.72
12/12/11,40.05,36.4934,24.0,5.3,5.82,14.53,12.93
12/9/11,40.23,37.0119,25.01,5.54,5.89,14.9,13.08
12/8/11,39.91,35.9172,24.71,5.47,5.82,14.69,12.94
12/7/11,40.73,36.7637,25.66,5.72,6.06,15.17,13.22
12/6/11,40.32,36.8479,25.35,5.66,5.65,15.26,12.94
12/5/11,40.23,37.1803,25.01,5.76,5.73,15.48,13.22
12/2/11,39.94,36.8391,24.64,5.65,5.8,15.72,13.12
12/1/11,39.34,36.8612,24.92,5.7,5.89,15.82,13.21
11/30/11,39.22,36.8568,24.91,5.69,5.99,15.63,12.92
11/29/11,38.96,35.7045,23.58,5.32,5.64,14.91,12.4
11/28/11,37.3,35.3499,23.46,5.3,5.62,14.83,12.55
11/25/11,36.47,34.4502,22.73,4.99,5.5,14.04,12.07
11/23/11,36.52,34.2995,22.7,5.05,5.71,14.44,12.2
11/22/11,37.1,34.9289,23.24,5.3,6.1,15.08,12.56
11/21/11,37.06,34.8402,23.57,5.42,6.09,14.63,12.56
11/18/11,37.88,35.3056,24.29,5.47,6.29,13.93,12.66
11/17/11,37.62,35.248,24.34,5.44,6.33,14.06,12.71
11/16/11,37.84,35.2169,24.94,5.68,6.74,14.58,12.74
