date,HD,JNJ,INTC,AMD,MU,NVDA,TSM
9/15/16,126.96,46.83,36.56,6.02,17.45,62.69,29.18
9/14/16,126.26,46.7,35.62,6.04,16.93,60.4,28.62
9/13/16,125.72,46.95,35.61,5.74,16.75,59.87,28.49
9/12/16,128.59,49.3,36.08,5.94,17.15,60.75,28.99
9/9/16,127.74,48.81,35.44,5.9,16.81,59.52,28.59
9/8/16,131.26,51.0,36.44,6.225,17.45,62.64,29.79
9/7/16,132.79,49.92,36.46,6.84,17.16,62.19,29.82
9/6/16,134.1,49.26,36.57,7.34,17.01,63.12,29.49
9/2/16,135.15,48.26,36.08,7.51,16.7,62.53,29.14
9/1/16,134.23,47.21,36.02,7.35,16.64,63.15,28.96
8/31/16,134.12,46.89,35.89,7.4,16.49,61.34,28.74
8/30/16,134.1,47.16,35.7,7.49,16.74,61.63,28.62
8/29/16,135.24,47.36,35.55,7.59,16.91,61.99,28.7
8/26/16,134.36,46.98,35.26,7.67,16.51,62.03,28.64
8/25/16,135.43,47.02,35.09,7.465,16.2,61.53,28.6
8/24/16,135.06,47.12,35.15,7.43,15.51,61.94,28.39
8/23/16,136.22,48.28,35.4,7.67,16.18,62.91,28.5
8/22/16,135.34,48.07,35.36,7.58,16.19,62.52,28.4
8/19/16,135.46,49.71,35.24,7.62,16.25,62.26,28.64
8/18/16,134.8,49.62,34.97,7.04,15.77,62.1,29.16
8/17/16,136.15,47.95,35.02,6.68,15.52,61.15,28.98
8/16/16,136.23,47.11,35.21,6.78,15.49,62.6,29.08
8/15/16,137.06,46.77,34.91,6.95,15.53,62.98,29.39
8/12/16,136.57,46.85,34.57,6.73,14.93,63.04,29.24
8/11/16,137.04,46.11,34.68,6.58,14.43,59.7,29.14
8/10/16,135.6,44.99,34.53,6.49,14.2,58.51,29.22
8/9/16,136.11,45.26,34.92,6.6,14.48,58.89,29.4
8/8/16,136.21,45.58,35.04,6.68,14.42,58.74,29.09
8/5/16,136.91,44.91,34.98,6.61,14.52,58.2,28.79
8/4/16,136.05,45.0,34.58,6.47,14.03,57.23,28.4
8/3/16,137.06,45.85,34.25,6.3,13.51,56.19,28.16
8/2/16,137.22,43.94,34.56,6.26,13.4,56.04,28.16
8/1/16,138.77,42.99,34.85,6.64,13.56,56.73,28.62
7/29/16,138.24,44.79,34.86,6.86,13.74,57.1,27.78
7/28/16,137.96,44.08,34.77,6.82,13.81,56.18,28.14
7/27/16,136.31,43.96,34.83,6.85,14.19,56.06,28.1
7/26/16,136.75,45.32,35.09,6.98,14.67,56.63,28.33
7/25/16,136.5,45.43,34.69,6.7,13.92,55.68,27.86
7/22/16,136.52,46.05,34.66,5.84,13.13,54.67,27.74
7/21/16,136.07,46.28,34.27,5.22,13.18,53.22,27.48
7/20/16,137.41,47.24,35.69,5.41,13.59,54.22,27.55
7/19/16,136.98,47.51,35.15,5.41,13.22,53.52,27.27
7/18/16,136.34,47.7,35.05,5.51,13.34,52.97,27.64
7/15/16,134.78,48.12,35.07,5.14,13.13,52.7,27.01
7/14/16,134.54,47.49,35.2,5.17,13.29,53.32,27.11
7/13/16,133.56,47.34,35.01,5.09,13.29,52.78,26.89
7/12/16,134.84,48.52,34.94,5.14,13.23,52.8,26.97
7/11/16,135.15,47.44,34.38,5.01,12.64,52.02,27.2
7/8/16,134.34,47.36,34.0,5.1,12.62,50.85,26.73
7/7/16,131.16,46.99,33.2,5.02,12.2,48.89,26.31
7/6/16,131.57,47.41,32.97,5.04,11.73,47.65,26.15
7/5/16,129.35,47.13,32.68,4.96,11.91,47.35,26.26
7/1/16,129.62,47.57,32.75,5.07,12.5,46.66,26.53
6/30/16,127.69,47.45,32.8,5.14,13.76,47.01,26.23
6/29/16,127.37,47.33,31.93,5.13,13.19,46.65,25.8
6/28/16,127.53,45.89,31.19,5.12,12.99,45.9,25.26
6/27/16,124.67,44.62,30.72,4.72,12.23,45.24,24.9
6/24/16,126.4,45.82,31.55,4.88,13.21,45.73,25.68
6/23/16,128.29,46.86,32.99,5.21,14.05,48.49,26.81
6/22/16,127.6,46.4,32.29,5.02,12.72,47.23,26.54
6/21/16,127.74,46.81,32.32,5.45,12.75,47.27,26.59
6/20/16,127.62,46.04,32.17,5.1,12.32,47.56,26.37
6/17/16,127.14,45.57,31.76,5.26,12.2,46.72,25.85
6/16/16,127.36,44.9,31.69,4.75,11.95,47.55,25.86
6/15/16,126.53,45.02,31.61,4.42,12.02,47.36,25.84
6/14/16,125.24,45.68,32.14,4.39,11.92,46.88,25.57
6/13/16,127.83,44.98,32.17,4.4,12.05,46.79,25.63
6/10/16,128.83,45.19,32.04,4.32,12.14,46.2,25.86
6/9/16,129.3,46.53,31.94,4.52,12.51,47.38,26.23
6/8/16,129.59,45.66,31.89,4.46,12.58,46.18,26.33
6/7/16,129.92,45.76,31.88,4.51,13.0,46.33,26.06
6/6/16,129.19,45.1,31.68,4.47,12.77,46.24,25.47
6/3/16,131.74,44.03,31.62,4.16,12.86,46.48,25.53
6/2/16,132.41,43.73,31.76,4.24,13.11,47.14,25.18
6/1/16,131.83,43.77,31.66,4.43,13.09,46.81,25.25
5/31/16,132.12,43.25,31.59,4.57,12.72,46.72,24.72
5/27/16,133.94,42.73,31.57,4.6,12.31,45.9,24.8
5/26/16,134.05,42.57,31.49,4.35,11.95,45.65,24.79
5/25/16,133.2,43.07,31.39,4.18,11.6,45.17,24.62
5/24/16,133.36,41.7,31.06,4.2,11.49,45.36,24.47
5/23/16,131.42,41.67,30.23,4.04,11.14,44.4,24.27
5/20/16,131.85,42.04,30.15,3.87,10.8,44.33,23.91
5/19/16,131.73,41.54,29.63,3.77,10.07,43.55,23.25
5/18/16,131.77,40.13,29.99,3.84,10.05,43.36,23.52
5/17/16,132.0,42.02,29.98,3.79,9.67,42.28,22.95
5/16/16,135.34,41.81,30.39,3.79,9.68,42.19,23.11
5/13/16,133.13,41.04,29.91,3.67,9.56,40.98,22.82
5/12/16,134.19,40.29,29.76,3.59,9.63,35.57,22.99
5/11/16,134.3,40.07,30.06,3.65,10.1,36.06,23.22
5/10/16,137.51,40.08,30.14,3.64,10.09,35.96,23.39
5/9/16,136.24,39.24,29.8,3.65,9.87,35.28,23.37
5/6/16,135.7,39.77,30.04,3.68,9.99,35.33,23.41
5/5/16,134.67,38.96,29.9,3.66,10.06,34.97,23.5
5/4/16,135.16,38.17,29.85,3.6,10.0,34.76,23.42
5/3/16,134.54,35.79,30.36,3.6,10.36,35.57,23.32
5/2/16,136.05,35.98,30.61,3.74,10.62,36.0,23.69
4/29/16,133.89,36.15,30.28,3.55,10.75,35.53,23.59
4/28/16,132.73,35.56,31.11,3.61,11.62,36.2,24.16
4/27/16,135.75,37.07,31.75,3.73,11.56,37.31,25.25
4/26/16,135.34,36.24,31.4,3.66,11.51,36.48,25.01
4/25/16,135.65,35.38,31.39,3.45,10.55,36.45,25.01
4/22/16,135.66,35.81,31.64,3.99,10.66,36.27,25.07
4/21/16,134.6,34.81,31.97,2.62,10.65,36.41,25.16
4/20/16,135.19,34.8,32.0,2.7,10.75,36.45,25.12
4/19/16,135.44,34.39,31.6,2.62,10.72,36.31,25.16
4/18/16,136.8,32.16,31.65,2.76,10.89,36.97,25.5
4/15/16,135.01,31.67,31.46,2.7,10.69,37.13,25.46
4/14/16,134.37,31.73,31.8,2.72,10.4,36.84,25.3
4/13/16,133.84,31.86,32.13,2.8,10.88,36.74,26.17
4/12/16,134.38,32.35,31.86,2.81,10.17,35.84,25.57
4/11/16,133.01,30.05,31.67,2.76,10.45,35.88,25.51
4/8/16,133.62,29.99,31.63,2.74,10.72,35.66,25.28
4/7/16,133.87,28.95,31.55,2.64,10.51,35.43,25.37
4/6/16,135.44,29.22,32.08,2.8,10.47,35.8,25.62
4/5/16,134.58,28.43,31.9,2.76,10.4,35.75,25.51
4/4/16,134.85,28.37,32.0,2.83,10.8,35.8,25.85
4/1/16,134.85,28.73,32.45,2.83,11.03,36.15,26.12
3/31/16,133.43,29.86,32.35,2.85,10.47,35.63,26.2
3/30/16,133.42,29.04,32.71,2.86,10.48,35.76,26.46
3/29/16,132.47,28.46,32.38,2.86,10.45,35.39,25.97
3/28/16,131.08,28.33,31.9,2.78,10.38,34.83,25.63
3/24/16,130.46,28.68,31.88,2.79,10.5,34.48,25.73
3/23/16,130.22,28.44,32.0,2.68,10.65,34.43,25.68
3/22/16,130.59,30.21,32.32,2.79,11.44,33.85,25.81
3/21/16,131.01,29.69,32.34,2.8,11.53,33.91,25.93
3/18/16,131.35,30.82,32.68,2.93,11.14,33.81,26.04
3/17/16,130.88,30.22,31.98,2.8,10.87,32.82,25.77
3/16/16,130.45,29.51,31.69,2.63,10.72,33.1,25.78
3/15/16,129.71,27.72,31.65,2.49,10.85,32.14,24.88
3/14/16,128.84,28.18,31.43,2.72,11.15,32.3,25.22
3/11/16,128.46,28.31,31.76,2.52,11.39,32.22,25.35
3/10/16,125.89,27.43,31.25,2.26,10.88,31.68,24.74
3/9/16,126.03,26.47,30.865,2.26,10.81,31.73,24.74
3/8/16,126.72,26.22,30.56,2.3,10.66,31.75,24.65
3/7/16,126.17,27.63,30.94,2.47,11.58,32.34,24.7
3/4/16,125.56,26.36,30.63,2.37,11.88,32.55,24.65
3/3/16,126.8,26.6,30.58,2.46,11.79,32.65,24.56
3/2/16,125.59,25.57,30.54,2.32,11.68,32.94,24.62
3/1/16,125.7,24.2,30.37,2.18,11.07,32.75,24.58
2/29/16,124.12,24.0,29.59,2.14,10.63,31.36,23.55
2/26/16,126.26,23.01,29.8,2.07,10.7,31.68,23.77
2/25/16,126.86,21.37,29.62,2.03,10.72,31.89,23.69
2/24/16,125.61,21.52,29.19,2.02,10.64,31.82,23.42
2/23/16,124.53,21.31,28.8,1.97,10.49,31.6,23.4
2/22/16,122.85,21.4,29.35,2.01,11.05,31.52,23.96
2/19/16,121.69,20.66,28.71,1.91,11.16,30.44,23.78
2/18/16,119.97,21.19,29.42,1.91,11.49,30.04,23.8
2/17/16,121.21,21.73,29.47,1.9,11.43,27.66,23.64
2/16/16,119.43,21.03,28.78,1.83,10.81,26.99,23.34
2/12/16,116.32,20.18,28.64,1.83,10.02,25.73,22.24
2/11/16,113.27,19.62,28.22,1.86,9.69,25.3,22.0
2/10/16,114.33,20.91,28.23,1.84,9.9,25.43,22.3
2/9/16,113.86,20.63,28.81,1.9,9.98,25.49,22.56
2/8/16,111.85,23.16,28.82,1.93,10.17,25.22,22.8
2/5/16,116.43,25.54,29.04,1.98,11.0,26.43,22.75
2/4/16,121.11,25.49,29.77,2.09,11.23,28.21,23.23
2/3/16,123.79,24.64,29.34,2.07,10.76,28.2,22.92
2/2/16,125.27,23.12,29.8,1.99,10.59,28.06,22.56
2/1/16,126.51,23.44,30.82,2.14,10.96,29.3,22.46
1/29/16,125.76,24.91,31.02,2.2,11.03,29.29,22.35
1/28/16,122.28,23.91,29.97,2.08,9.885,28.05,21.63
1/27/16,121.57,23.13,29.81,2.13,10.39,28.36,21.68
1/26/16,122.2,24.3,29.94,2.07,10.55,28.7,21.59
1/25/16,121.71,23.62,29.6,2.12,10.48,28.42,21.79
1/22/16,122.76,25.1,29.925,2.02,11.07,28.45,21.93
1/21/16,120.22,22.62,29.66,2.09,10.85,27.8,21.33
1/20/16,116.46,20.04,29.59,1.8,10.05,27.48,21.09
1/19/16,119.76,20.79,29.8,1.95,10.8,27.33,21.66
1/15/16,119.23,21.94,29.76,2.03,11.08,27.11,21.1
1/14/16,119.62,22.78,32.74,2.21,12.02,28.67,21.82
1/13/16,121.4,20.97,31.91,2.25,12.06,29.26,20.48
1/12/16,127.49,21.85,32.68,2.39,12.72,30.18,20.75
1/11/16,125.78,22.61,32.06,2.34,12.53,29.68,20.93
1/8/16,123.9,23.05,31.51,2.14,13.33,29.63,20.81
1/7/16,125.4,22.78,31.84,2.275,13.66,30.28,21.1
1/6/16,129.08,24.22,33.08,2.505,14.22,31.53,21.34
1/5/16,130.43,25.37,33.83,2.75,14.82,32.89,21.95
1/4/16,131.07,25.35,33.99,2.77,14.33,32.37,22.09
12/31/15,132.25,24.66,34.45,2.87,14.16,32.96,22.75
12/30/15,133.35,23.44,34.99,2.98,14.16,33.39,22.88
12/29/15,133.7,24.05,35.44,3.0,14.34,33.68,23.08
12/28/15,132.68,24.12,34.93,3.0,14.19,33.14,23.01
12/24/15,132.9,24.12,34.98,2.92,14.48,33.17,23.15
12/23/15,133.11,24.29,35.0,2.83,14.3,33.055,23.08
12/22/15,131.88,23.12,34.73,2.77,14.61,32.93,23.06
12/21/15,131.31,21.85,34.24,2.53,14.77,32.895,22.95
12/18/15,130.29,18.93,33.865,2.45,14.36,32.14,22.93
12/17/15,131.35,19.86,34.91,2.56,14.32,32.67,22.96
12/16/15,132.9,20.88,35.3,2.54,14.07,33.17,23.16
12/15/15,131.29,21.34,35.18,2.36,14.18,32.97,22.82
12/14/15,132.01,20.6,34.47,2.34,13.66,32.57,22.22
12/11/15,130.44,20.31,34.27,2.36,14.04,32.49,22.18
12/10/15,132.54,22.3,34.77,2.45,14.66,32.98,22.65
12/9/15,131.9,22.2,34.81,2.35,14.32,32.71,22.73
12/8/15,133.84,21.46,34.75,2.39,14.6,33.56,23.08
12/7/15,133.93,21.62,34.985,2.355,14.85,33.11,23.24
12/4/15,134.53,24.8,34.935,2.28,15.5,33.75,23.31
12/3/15,130.93,26.79,34.04,2.23,15.61,32.43,22.93
12/2/15,133.81,26.99,34.83,2.27,15.82,32.5,23.19
12/1/15,134.43,29.21,35.09,2.34,16.55,32.75,23.28
11/30/15,133.88,29.48,34.77,2.36,15.93,31.72,22.76
11/27/15,134.74,29.46,34.46,2.33,15.56,31.39,22.45
11/25/15,134.65,30.41,34.45,2.38,15.58,31.13,22.56
11/24/15,133.6,30.28,34.36,2.34,15.63,31.17,22.5
11/23/15,132.5,29.09,34.48,2.22,15.32,30.92,22.57
11/20/15,130.21,28.6,34.66,2.22,15.43,31.39,22.83
11/19/15,126.86,28.98,34.3,2.14,15.87,31.12,22.67
11/18/15,126.54,29.3,33.16,2.12,15.61,31.03,22.52
11/17/15,126.18,28.46,32.64,1.98,15.28,30.4,22.52
11/16/15,120.84,29.72,32.1,1.99,14.89,30.4,22.35
11/13/15,120.0,28.49,32.11,1.99,15.0,29.8,21.89
11/12/15,123.81,28.22,32.4,2.0,15.35,30.4,22.24
11/11/15,124.71,29.5,32.86,2.07,15.5,30.51,22.58
11/10/15,125.26,30.78,33.21,2.02,15.545,30.81,22.51
11/9/15,124.5,30.8,33.35,2.11,15.84,31.41,22.96
11/6/15,125.98,31.6,33.84,2.15,16.45,31.55,22.82
11/5/15,125.72,31.37,34.0,2.2,16.51,27.71,22.98
11/4/15,125.38,33.56,34.15,2.2,17.44,28.03,23.55
11/3/15,125.66,34.07,34.31,2.28,17.835,28.5,22.77
11/2/15,124.41,34.4,34.11,2.19,17.09,28.7,22.1
10/30/15,123.64,33.92,33.86,2.12,16.56,28.37,21.96
10/29/15,123.63,33.28,34.03,2.13,16.21,27.68,21.82
10/28/15,123.82,33.64,34.71,2.18,16.92,28.67,22.08
10/27/15,124.47,33.27,34.47,2.15,16.68,28.44,22.2
10/26/15,125.01,34.6,34.59,2.15,16.58,28.46,22.16
10/23/15,124.61,36.23,34.9,2.21,17.24,28.59,22.47
10/22/15,124.36,36.68,34.4,2.14,16.72,28.4,22.51
10/21/15,123.3,37.4,33.37,2.1,16.43,27.41,22.22
10/20/15,122.85,38.13,33.44,2.02,17.09,27.77,22.31
10/19/15,123.1,38.33,33.59,2.01,19.16,27.81,22.23
10/16/15,122.74,38.83,33.04,1.94,18.5,27.86,22.16
10/15/15,121.81,38.61,32.75,1.97,18.66,27.43,21.95
10/14/15,120.27,37.81,32.8,1.95,18.82,27.36,22.34
10/13/15,121.61,38.13,32.04,1.92,18.18,26.4,21.94
10/12/15,121.9,38.8,32.21,1.87,18.03,26.35,22.09
10/9/15,121.33,39.58,32.14,1.96,18.16,26.07,21.95
10/8/15,121.06,39.1,32.52,1.93,18.72,26.17,22.25
10/7/15,119.65,38.87,32.315,1.86,18.62,26.02,21.93
10/6/15,118.68,37.84,31.74,1.83,18.22,25.75,21.23
10/5/15,119.2,36.94,31.21,1.8,17.57,25.42,21.4
10/2/15,117.81,34.6,30.51,1.83,15.91,24.8,20.76
10/1/15,117.03,32.78,30.0,1.74,14.77,24.17,20.86
9/30/15,115.49,32.2,30.14,1.72,14.98,24.65,20.75
9/29/15,112.91,30.86,29.24,1.67,14.38,23.71,19.89
9/28/15,114.1,33.0,28.76,1.66,14.06,23.3,19.63
9/25/15,116.74,35.19,28.81,1.71,14.91,23.61,20.05
9/24/15,116.34,34.83,28.48,1.72,15.34,23.44,19.99
9/23/15,116.17,35.33,28.74,1.7,14.81,23.0,20.01
9/22/15,115.8,36.71,28.67,1.73,15.41,22.89,19.95
9/21/15,116.58,36.49,29.16,1.81,15.75,23.53,20.53
9/18/15,115.12,35.74,29.02,1.87,15.5,23.29,20.61
9/17/15,117.91,36.28,29.71,1.89,16.41,23.31,20.66
9/16/15,117.82,36.07,29.77,1.89,16.68,23.1,20.67
9/15/15,116.18,34.85,29.73,1.86,16.52,22.94,20.39
9/14/15,114.73,34.5,29.39,1.82,16.7,22.69,20.04
9/11/15,115.44,35.19,29.47,2.01,16.8,22.65,19.9
9/10/15,114.49,36.16,29.27,1.84,17.2,22.58,19.7
9/9/15,113.97,35.84,29.24,1.85,16.96,22.23,19.88
9/8/15,116.43,36.43,29.5,1.88,17.53,22.68,20.05
9/4/15,114.42,35.4,28.52,1.82,16.82,21.75,19.67
9/3/15,116.6,35.67,29.08,1.79,16.59,22.27,20.07
9/2/15,116.48,35.34,28.6,1.77,16.29,22.21,19.94
9/1/15,113.07,34.94,27.82,1.71,15.82,21.56,19.41
8/31/15,116.46,36.01,28.54,1.81,16.41,22.48,19.88
8/28/15,117.52,35.63,28.42,1.85,15.96,22.73,20.0
8/27/15,117.66,34.48,27.72,1.78,15.67,22.63,19.94
8/26/15,115.93,32.56,27.3,1.72,14.42,21.81,19.45
8/25/15,110.97,31.63,25.87,1.66,14.27,20.28,18.76
8/24/15,112.54,32.17,26.25,1.75,14.44,20.71,18.76
8/21/15,116.16,34.13,26.56,1.78,14.53,21.47,18.88
8/20/15,120.54,34.88,27.53,1.7,14.74,22.16,19.61
8/19/15,122.76,34.99,28.36,1.8,15.9,22.99,19.91
8/18/15,122.8,35.62,28.91,1.8,16.38,23.08,20.03
8/17/15,119.7,36.59,29.08,1.8,17.22,23.39,20.28
8/14/15,119.75,36.28,29.02,1.84,16.95,23.54,20.38
8/13/15,119.02,36.34,28.87,1.79,17.7,23.52,20.54
8/12/15,117.69,37.76,29.46,1.9,18.19,23.72,20.75
8/11/15,117.69,36.04,28.97,1.9,17.88,23.66,20.83
8/10/15,117.6,35.7,29.64,1.93,18.82,23.78,21.61
8/7/15,116.93,34.32,28.88,2.09,18.44,22.98,21.03
8/6/15,116.56,35.31,29.01,2.11,18.72,20.45,21.28
8/5/15,118.0,34.82,29.12,2.16,18.91,20.58,21.61
8/4/15,117.53,35.69,29.13,2.13,19.01,20.37,21.45
8/3/15,116.89,36.57,29.05,2.2,19.0,20.29,21.72
7/31/15,117.03,37.79,28.95,1.93,18.51,19.95,22.11
7/30/15,116.46,37.91,28.91,1.93,19.9,20.02,22.7
7/29/15,116.37,40.0,29.01,1.96,19.87,19.97,22.11
7/28/15,114.84,38.76,28.96,1.77,19.75,19.73,21.88
7/27/15,113.07,37.87,28.35,1.62,18.12,19.31,21.63
7/24/15,113.59,37.68,28.06,1.67,18.34,19.42,21.64
7/23/15,114.59,38.67,28.595,1.76,18.7,19.65,22.31
7/22/15,114.9,38.3,28.605,1.79,18.0,19.405,22.22
7/21/15,113.86,39.48,28.72,1.8,18.88,19.79,22.88
7/20/15,113.41,39.09,29.1,1.8,18.89,19.7,22.9
7/17/15,114.47,40.39,29.47,1.79,20.12,20.07,23.03
7/16/15,114.73,40.98,29.9,1.87,19.61,20.19,22.73
7/15/15,115.58,40.63,29.69,1.96,18.89,19.75,22.56
7/14/15,115.36,41.4,29.65,2.05,19.61,19.89,22.8
7/13/15,114.9,41.2,29.73,1.96,17.61,19.88,22.86
7/10/15,113.1,39.54,29.17,1.96,17.57,19.75,22.57
7/9/15,111.38,39.14,28.93,1.98,17.15,19.41,22.22
7/8/15,111.0,38.51,29.5,2.01,17.63,19.65,22.23
7/7/15,112.4,39.12,29.9,2.09,18.2,19.79,22.96
7/6/15,111.32,37.93,30.04,2.47,18.32,20.17,22.94
7/2/15,111.49,39.22,30.555,2.53,19.07,20.42,23.15
7/1/15,112.07,38.8,30.18,2.42,18.78,20.4,22.93
6/30/15,111.13,39.48,30.415,2.4,18.84,20.11,22.71
6/29/15,110.54,39.11,30.39,2.34,18.73,20.12,22.38
6/26/15,112.6,39.92,31.02,2.47,19.66,20.74,23.63
6/25/15,112.24,39.31,31.99,2.58,24.02,21.17,24.08
6/24/15,112.35,40.36,31.91,2.62,24.06,21.01,23.9
6/23/15,113.18,40.64,32.085,2.61,24.49,21.22,23.93
6/22/15,113.07,40.79,32.26,2.62,24.63,21.775,23.84
6/19/15,112.43,39.04,32.07,2.58,24.47,21.87,23.4
6/18/15,111.85,39.27,32.38,2.52,24.465,21.94,23.76
6/17/15,110.47,39.21,31.95,2.47,24.48,21.58,23.6
6/16/15,110.23,38.95,31.635,2.35,24.24,21.33,23.58
6/15/15,110.01,39.02,31.39,2.32,24.24,21.07,23.26
6/12/15,110.6,38.83,31.32,2.31,25.13,21.11,23.67
6/11/15,111.29,39.38,31.85,2.32,25.02,21.7,23.51
6/10/15,110.98,39.32,31.82,2.32,25.19,21.47,23.33
6/9/15,109.53,39.44,31.25,2.29,25.19,21.86,22.83
6/8/15,109.93,39.46,31.3,2.31,25.92,21.75,22.65
6/5/15,110.37,39.89,31.84,2.33,26.59,22.26,22.86
6/4/15,111.46,39.75,32.31,2.33,26.985,22.09,22.98
6/3/15,113.16,40.69,32.73,2.28,27.08,21.7,23.66
6/2/15,111.59,41.57,33.27,2.3,27.79,21.935,23.67
6/1/15,111.67,41.31,33.905,2.25,28.42,22.38,24.14
5/29/15,111.42,41.92,34.46,2.28,27.93,22.13,24.28
5/28/15,112.19,42.21,34.01,2.27,28.28,22.14,24.45
5/27/15,112.16,43.1,33.71,2.28,28.13,21.84,24.6
5/26/15,110.93,43.65,33.105,2.22,27.32,20.73,24.26
5/22/15,112.16,44.15,33.45,2.28,27.33,20.86,24.2
5/21/15,112.01,45.09,33.55,2.28,26.9,20.89,24.24
5/20/15,112.1,45.15,33.37,2.32,26.59,21.04,24.58
5/19/15,112.34,45.11,33.15,2.28,26.31,21.04,24.59
5/18/15,114.33,45.85,33.41,2.35,26.76,21.27,24.41
5/15/15,113.35,45.69,32.99,2.32,26.33,21.3,24.56
5/14/15,111.94,44.64,32.97,2.33,26.69,21.29,24.41
5/13/15,111.19,44.51,32.64,2.37,27.19,20.95,24.44
5/12/15,112.52,43.36,32.25,2.35,26.87,20.83,24.38
5/11/15,111.9,43.38,32.69,2.32,27.75,20.63,24.37
5/8/15,112.47,44.75,32.8,2.31,27.18,20.825,24.55
5/7/15,110.04,43.92,32.245,2.32,27.27,22.49,24.37
5/6/15,108.31,44.84,32.22,2.29,27.99,22.1,24.45
5/5/15,108.06,47.95,32.64,2.28,28.04,22.03,24.29
5/4/15,110.06,48.12,33.43,2.31,28.67,22.61,24.32
5/1/15,109.55,48.66,33.42,2.31,28.99,22.75,24.74
4/30/15,106.98,48.1,32.55,2.26,28.13,22.195,24.44
4/29/15,108.71,48.59,32.885,2.28,28.87,22.14,24.79
4/28/15,110.58,48.24,33.02,2.31,28.99,22.305,25.01
4/27/15,111.39,48.57,32.5,2.34,29.265,22.2,25.41
4/24/15,113.7,49.23,32.08,2.3,29.2,22.03,24.91
4/23/15,113.96,49.26,32.35,2.33,29.515,22.22,24.3
4/22/15,112.99,48.94,32.7,2.28,29.495,22.31,23.84
4/21/15,113.17,48.06,32.43,2.35,28.55,22.055,23.33
4/20/15,112.86,49.13,32.73,2.49,28.26,22.09,23.27
4/17/15,112.1,49.54,32.47,2.575,28.02,22.2,23.22
4/16/15,113.37,50.34,32.87,2.87,28.01,22.49,23.24
4/15/15,113.45,51.07,32.83,2.7,28.17,22.63,23.51
4/14/15,114.05,49.2,31.49,2.67,27.72,22.36,23.18
4/13/15,114.44,47.65,31.73,2.78,27.88,22.55,23.33
4/10/15,115.24,48.25,31.93,2.76,28.02,22.76,23.5
4/9/15,114.57,48.08,31.24,2.72,27.815,22.525,23.44
4/8/15,115.59,47.67,31.31,2.71,27.13,22.02,23.2
4/7/15,114.3,48.45,31.26,2.7,26.87,21.86,23.39
4/6/15,114.95,48.87,31.04,2.7,27.43,21.665,23.54
4/2/15,114.54,48.07,30.81,2.69,26.725,21.06,23.69
4/1/15,113.13,48.34,30.81,2.69,27.13,21.01,23.23
3/31/15,113.61,48.24,31.27,2.68,27.13,20.925,23.48
3/30/15,114.63,48.04,31.46,2.7,26.68,21.47,23.25
3/27/15,113.86,47.05,32.0,2.72,26.675,21.38,22.94
3/26/15,112.37,47.16,30.08,2.65,26.66,20.965,23.2
3/25/15,113.68,47.06,29.89,2.63,26.57,21.04,23.18
3/24/15,116.15,46.95,30.79,2.79,27.96,22.4,24.5
3/23/15,116.07,48.62,31.2,2.84,28.02,22.71,24.8
3/20/15,117.49,47.37,31.31,2.8,28.68,23.47,24.77
3/19/15,115.16,46.42,30.74,2.74,28.05,23.215,24.66
3/18/15,116.08,47.43,30.89,2.75,28.16,22.87,24.71
3/17/15,115.58,45.78,30.59,2.77,27.66,23.25,24.31
3/16/15,116.5,45.13,30.83,2.76,28.505,22.97,24.28
3/13/15,114.82,44.87,30.93,2.75,28.715,22.7,23.88
3/12/15,116.1,46.34,30.8,2.76,28.02,22.67,23.53
3/11/15,113.07,46.11,32.33,2.84,27.88,22.88,23.49
3/10/15,112.56,46.37,31.7,2.92,27.61,22.995,23.05
3/9/15,115.25,46.99,32.72,2.93,28.66,22.61,23.45
3/6/15,114.45,47.13,33.19,2.92,28.5,22.55,24.09
3/5/15,115.91,45.99,33.73,2.98,29.28,22.86,24.46
3/4/15,114.76,45.03,34.12,3.05,29.265,22.43,24.33
3/3/15,116.07,45.23,34.095,3.14,29.66,22.18,24.5
3/2/15,116.12,44.07,34.06,3.21,31.24,22.595,24.63
2/27/15,114.75,44.26,33.25,3.11,30.67,22.06,24.53
2/26/15,115.38,43.97,33.65,3.08,30.62,22.2,24.68
2/25/15,116.31,45.39,33.945,3.1,30.48,22.14,25.04
2/24/15,116.75,45.1,34.41,3.11,30.77,22.31,25.04
2/23/15,112.28,47.42,33.76,3.06,31.4,22.16,24.22
2/20/15,112.24,47.67,34.41,3.06,32.03,22.335,24.44
2/19/15,110.94,47.5,34.21,3.055,31.81,22.175,24.52
2/18/15,111.99,48.22,34.265,3.08,32.17,22.12,24.71
2/17/15,112.0,48.51,34.735,3.11,32.33,22.375,24.77
2/13/15,111.89,47.32,34.36,3.15,31.85,22.31,24.84
2/12/15,112.16,47.28,34.125,3.12,31.94,22.3,24.47
2/11/15,110.31,45.67,33.55,3.07,31.02,20.81,24.29
2/10/15,110.67,46.13,33.7,3.04,31.09,20.95,23.86
2/9/15,108.34,46.2,32.93,3.04,28.35,20.38,22.67
2/6/15,109.04,46.88,33.295,3.03,28.91,20.4,23.1
2/5/15,108.99,47.22,33.94,3.31,29.49,20.485,23.66
2/4/15,108.41,45.47,33.6,2.85,29.03,20.16,23.58
2/3/15,107.24,46.78,33.7,2.76,28.945,20.11,23.15
2/2/15,104.43,45.19,33.65,2.67,28.435,19.62,22.94
